boat,fishing_trip_id,departure_date,wind_direction,wind_speed_m_s1,departure_time,return_time,trossa_id,with_leb,net_in_trossa,net_mesh_size_inches,net_height_meshes,net_length_meters,latitude_dms,longitude_dms,soaking_nights,min_depth_fathoms,max_depth_fathoms,lumpfish_per_trossa,birds_per_trossa,black_guillemot,european_shag,great_cormorant,common_eider,common_murre,long-tailed_duck,northern_fulmar,red-throated_loon,atlantic_puffin,harbour_seal,grey_seal,harp_seal,white_beaked_dolphin,bottlenose_dolphin,harbour_porpoise,biopol_onboard,comments
Saefugl,43,2022.04.18,NA,0-1,05:00,15:00,11,,11,10.5,14,38,65d42m10s,21d17m00s,2,15,25,38,1,1,,,,,,,,,,,,,,,,
Saefugl,43,2022.04.18,NA,0-1,05:00,15:00,7,,14,10.5,14,38,65d41m60s,21d17m70s,2,10,19,48,,,,,,,,,,,,,,,,,,
Saefugl,43,2022.04.18,NA,0-1,05:00,15:00,15,,8,10.5,14,38,65d43m30s,21d19m50s,2,5,10,60,,,,,,,,,,,,,,,,,,
Saefugl,43,2022.04.18,NA,0-1,05:00,15:00,6,,8,10.5,14,38,65d43m30s,21d18m40s,2,5,9,36,,,,,,,,,,,,,,,,,,
Saefugl,43,2022.04.18,NA,0-1,05:00,15:00,14,,8,10.5,18,38,65d43m30s,21d18m30s,2,5,11,66,,,,,,,,,,,,,,,,,,
Saefugl,43,2022.04.18,NA,0-1,05:00,15:00,9,,8,10.5,14,38,65d43m30s,21d20m30s,2,5,10,38,,,,,,,,,,,,,,,,,,
Saefugl,43,2022.04.18,NA,0-1,05:00,15:00,5,LEB,8,10.5,14,38,65d43m30s,21d20m30s,2,5,10,55,,,,,,,,,,,,,,,,,,
Saefugl,44,2022.04.19,north_east,03-Aug,05:40,10:30,4,,11,10.5,14,38,65d43m80s,21d22m00s,3,3,7,123,,,,,,,,,,,,,,,,,herdis,
Saefugl,44,2022.04.19,north_east,03-Aug,05:40,10:30,8,,8,10.5,14,38,65d43m80s,21d22m10s,3,3,5,99,,,,,,,,,,,,,,,,,herdis,
Saefugl,44,2022.04.19,north_east,03-Aug,05:40,10:30,3,,10,10.5,14,38,65d41m40s,21d22m50s,3,10,15,51,,,,,,,,,,,,,,,,,herdis,
Saefugl,44,2022.04.19,north_east,03-Aug,05:40,10:30,2,,11,10.5,16,38,65d40m80s,21d22m90s,3,9,10,53,,,,,,,,,,,1,,,,,,herdis,
Saefugl,44,2022.04.19,north_east,03-Aug,05:40,10:30,1,,8,10.5,14,38,65d40m40s,21d23m10s,3,8,15,31,3,,,,3,,,,,,,,,,,,herdis,
Saefugl,44,2022.04.19,north_east,03-Aug,05:40,10:30,19,,8,10.5,18,38,65d40m60s,21d22m90s,3,6,8,59,2,,,,2,,,,,,,,,,,,herdis,
Saefugl,45,2022.04.21,NA,0-1,05:30,16:00,12,,16,10.5,14,38,65d42m50s,21d16m40s,5,21,26,143,,,,,,,,,,,,,,,1,,herdis,
Saefugl,45,2022.04.21,NA,0-1,05:30,16:00,9,,8,10.5,14,38,65d43m30s,21d20m30s,3,5,12,98,2,1,,,1,,,,,,,,,,,,herdis,
Saefugl,45,2022.04.21,NA,0-1,05:30,16:00,10,,14,10.5,14,38,65d42m20s,21d17m00s,3,14,20,125,,,,,,,,,,,,,,,,,herdis,
Saefugl,45,2022.04.21,NA,0-1,05:30,16:00,7,,14,10.5,14,38,65d41m60s,21d17m70s,3,10,19,170,1,,,,,1,,,,,,,,,,,herdis,
Saefugl,45,2022.04.21,NA,0-1,05:30,16:00,5,,8,10.5,14,38,65d43m30s,21d20m30s,3,5,12,161,,,,,,,,,,,,,,,,,herdis,
Saefugl,45,2022.04.21,NA,0-1,05:30,16:00,6,,8,10.5,14,38,65d43m30s,21d18m40s,3,6,10,80,1,,,,1,,,,,,,,,,,,herdis,
Saefugl,45,2022.04.21,NA,0-1,05:30,16:00,14,,8,10.5,18,38,65d43m30s,21d19m50s,3,5,11,160,2,1,,,,1,,,,,,,,,,,herdis,
Saefugl,45,2022.04.21,NA,0-1,05:30,16:00,4,,11,10.5,14,38,65d43m80s,21d22m00s,2,7,8,144,,,,,,,,,,,,,,,,,herdis,
Saefugl,45,2022.04.21,NA,0-1,05:30,16:00,8,,8,10.5,14,38,65d43m80s,21d22m10s,2,5,5,125,5,2,,,3,,,,,,,,,,,,herdis,
Saefugl,45,2022.04.21,NA,0-1,05:30,16:00,15,,8,10.5,14,38,65d43m30s,21d19m50s,3,5,10,140,3,,,,3,,,,,,,,,,,,herdis,
Saefugl,45,2022.04.21,NA,0-1,05:30,16:00,11,,11,10.5,14,38,65d42m10s,21d17m00s,3,15,25,167,,,,,,,,,,,,,,,,,,
Saefugl,46,2022.04.22,changing,03-Aug,05:00,16:00,1,,8,10.5,14,38,65d40m40s,21d23m10s,3,3,8,71,,,,,,,,,,,,,,,,,,
Saefugl,46,2022.04.22,changing,03-Aug,05:00,16:00,2,,11,10.5,16,38,65d40m80s,21d22m90s,3,9,10,127,1,,,,1,,,,,,,,,,,,,
Saefugl,46,2022.04.22,changing,03-Aug,05:00,16:00,3,,10,10.5,14,38,65d41m40s,21d22m50s,3,10,15,110,7,,,,7,,,,,,,,,,,,,
Saefugl,46,2022.04.22,changing,03-Aug,05:00,16:00,19,,8,10.5,18,38,65d40m60s,21d22m90s,3,6,8,81,,,,,,,,,,,,,,,,,,
Saefugl,46,2022.04.22,changing,03-Aug,05:00,16:00,7,,14,10.5,14,38,65d41m60s,21d17m70s,1,10,19,50,,,,,,,,,,,,,,,,,,
Saefugl,46,2022.04.22,changing,03-Aug,05:00,16:00,10,,14,10.5,14,38,65d42m20s,21d17m00s,1,14,20,41,,,,,,,,,,,,,,,,,,
Saefugl,46,2022.04.22,changing,03-Aug,05:00,16:00,11,,11,10.5,14,38,65d42m10s,21d17m00s,1,15,25,58,,,,,,,,,,,,,,,,,,
Saefugl,46,2022.04.22,changing,03-Aug,05:00,16:00,12,,16,10.5,14,38,65d42m50s,21d16m40s,1,21,26,60,,,,,,,,,,,,,,,,,,
Saefugl,46,2022.04.22,changing,03-Aug,05:00,16:00,13,,16,10.5,14,38,65d46m20s,21d13m30s,4,15,17,200,,,,,,,,,,,,,,,,,,
Saefugl,46,2022.04.22,changing,03-Aug,05:00,16:00,16,,8,10.5,14,38,65d46m70s,21d13m60s,4,20,22,80,,,,,,,,,,,,,,,,,,
Saefugl,46,2022.04.22,changing,03-Aug,05:00,16:00,17,,8,10.5,18,38,65d46m30s,21d13m00s,4,20,22,97,1,,,,,1,,,,,,,,,,,,
Saefugl,46,2022.04.22,changing,03-Aug,05:00,16:00,18,,8,10.5,18,38,65d46m30s,21d13m30s,4,10,12,90,,,,,,,,,,,,,,,,,,
Saefugl,47,2022.04.23,changing,03-Aug,05:30,15:00,4,,11,10.5,14,38,65d43m80s,21d22m00s,2,5,10,75,,,,,,,,,,,,,,,,,,
Saefugl,47,2022.04.23,changing,03-Aug,05:30,15:00,5,LEB,8,10.5,14,38,65d43m30s,21d20m30s,2,5,8,75,1,,,,1,,,,,,,,,,,,,
Saefugl,47,2022.04.23,changing,03-Aug,05:30,15:00,6,,8,10.5,14,38,65d43m30s,21d18m40s,2,6,10,55,,,,,,,,,,,,,,,,,,
Saefugl,47,2022.04.23,changing,03-Aug,05:30,15:00,8,,8,10.5,18,38,65d43m80s,21d22m10s,2,5,5,75,,,,,,,,,,,,,,,,,,
Saefugl,47,2022.04.23,changing,03-Aug,05:30,15:00,9,,8,10.5,14,38,65d43m30s,21d20m30s,2,5,8,60,,,,,,,,,,,,,,,,,,
Saefugl,47,2022.04.23,changing,03-Aug,05:30,15:00,14,,8,10.5,18,38,65d43m30s,21d19m50s,2,5,10,102,,,,,,,,,,,,,,,,,,
Saefugl,47,2022.04.23,changing,03-Aug,05:30,15:00,15,,8,10.5,14,38,65d43m30s,21d19m50s,2,6,11,90,,,,,,,,,,,,,,,,,,
Saefugl,47,2022.04.23,changing,03-Aug,05:30,15:00,1,,8,10.5,14,38,65d40m40s,21d23m10s,1,5,7,25,,,,,,,,,,,,,,,,,,
Saefugl,47,2022.04.23,changing,03-Aug,05:30,15:00,2,,11,10.5,16,38,65d40m80s,21d22m90s,1,5,9,41,1,,,,1,,,,,,,,,,,,,
Saefugl,47,2022.04.23,changing,03-Aug,05:30,15:00,3,,10,10.5,14,38,65d41m40s,21d22m50s,1,7,10,17,,,,,,,,,,,,,,,,,,
Saefugl,47,2022.04.23,changing,03-Aug,05:30,15:00,19,,8,10.5,18,38,65d40m60s,21d22m90s,1,6,8,22,,,,,,,,,,,,,,,,,,
Kongsey,48,2022.04.13,NA,0-1,07:10,20:30,16,,6,10.5,20,69,65d43m30s,21d18m30s,3,7,14,70,,,,,,,,,,,,,,,,,,
Kongsey,48,2022.04.13,NA,0-1,07:10,20:30,3,,6,10.5,20,69,65d43m50s,21d17m70s,3,6,14,140,1,,,,1,,,,,,,,,,,,,
Kongsey,48,2022.04.13,NA,0-1,07:10,20:30,15,,6,10.5,20,69,65d43m80s,21d16m70s,3,8,26,150,,,,,,,,,,,,,,,,,,
Kongsey,48,2022.04.13,NA,0-1,07:10,20:30,1,,6,10.5,20,69,65d44m00s,21d15m30s,3,6,18,50,,,,,,,,,,,,,,,,,,
Kongsey,48,2022.04.13,NA,0-1,07:10,20:30,14,,6,10.5,20,69,65d44m30s,21d14m50s,3,9,18,90,,,,,,,,,,,,,,,,,,
Kongsey,48,2022.04.13,NA,0-1,07:10,20:30,2,,6,10.5,20,69,65d44m50s,21d13m90s,3,8,15,100,,,,,,,,,,,,,,,,,,
Kongsey,48,2022.04.13,NA,0-1,07:10,20:30,13,,6,10.5,20,69,65d44m20s,21d13m90s,3,20,40,80,,,,,,,,,,,,,,,,,,
Kongsey,48,2022.04.13,NA,0-1,07:10,20:30,12,,6,10.5,12,69,65d46m50s,21d13m40s,3,18,20,70,,,,,,,,,,,,,,,,,,
Kongsey,48,2022.04.13,NA,0-1,07:10,20:30,17,,6,10.5,20,69,65d46m70s,21d13m80s,3,20,30,50,,,,,,,,,,,,,,,,,,
Kongsey,48,2022.04.13,NA,0-1,07:10,20:30,7,,6,10.5,20,69,65d49m60s,21d16m10s,3,9,20,100,,,,,,,,,,,,,,,,,,
Kongsey,48,2022.04.13,NA,0-1,07:10,20:30,8,,6,10.5,20,69,65d50m10s,21d14m80s,3,14,20,100,1,,,,1,,,,,,,,,,,,,
Kongsey,48,2022.04.13,NA,0-1,07:10,20:30,11,,6,10.5,12,69,65d50m00s,21d15m00s,3,10,25,120,,,,,,,,,,,,,,,,,,
Kongsey,48,2022.04.13,NA,0-1,07:10,20:30,9,,6,10.5,20,69,65d50m80s,21d14m60s,3,8,24,80,,,,,,,,,,,,,,,,,,
Kongsey,48,2022.04.13,NA,0-1,07:10,20:30,6,,6,10.5,20,69,65d49m20s,21d16m70s,3,18,24,50,,,,,,,,,,,,,,,,,,
Kongsey,48,2022.04.13,NA,0-1,07:10,20:30,5,,6,10.5,20,69,65d49m00s,21d16m60s,3,15,27,80,,,,,,,,,,,,,,,,,,
Kongsey,48,2022.04.13,NA,0-1,07:10,20:30,10,,6,10.5,20,69,65d48m80s,21d17m20s,3,14,24,100,,,,,,,,,,,,,,,,,,
Kongsey,48,2022.04.13,NA,0-1,07:10,20:30,RA,LEB,6,10.5,20,69,65d48m90s,21d17m30s,3,8,16,120,1,1,,,,,,,,,,,,,,,,
Kongsey,48,2022.04.13,NA,0-1,07:10,20:30,4,,6,10.5,20,69,65d48m00s,21d18m80s,3,7,15,150,1,,,,1,,,,,,,,,,,,,
Fengsaell,49,2022.04.17,south,03-Aug,05:00,18:30,13,,10,10.5,14,64,65d43m89s,20d42m79s,4,15,22,70,,,,,,,,,,,,,,,,,herdis,
Fengsaell,49,2022.04.17,south,03-Aug,05:00,18:30,12,,10,10.5,14,64,65d43m56s,20d41m04s,4,14,22,105,,,,,,,,,,,,,,,,,herdis,
Fengsaell,49,2022.04.17,south,03-Aug,05:00,18:30,10,,10,10.5,14,64,65d44m47s,20d42m73s,4,9,13,58,,,,,,,,,,,,,,,,,herdis,
Fengsaell,49,2022.04.17,south,03-Aug,05:00,18:30,8,,10,10.5,14,64,65d45m43s,20d45m07s,4,9,15,69,,,,,,,,,,,,1,,,,,herdis,
Fengsaell,49,2022.04.17,south,03-Aug,05:00,18:30,7,,10,10.5,14,64,65d45m65s,20d50m03s,4,9,12,102,,,,,,,,,,,,,,,,,herdis,
Fengsaell,49,2022.04.17,south,03-Aug,05:00,18:30,5,,10,10.5,14,64,65d45m49s,20d49m72s,4,7,10,154,,,,,,,,,,,,,,,,,herdis,
Fengsaell,49,2022.04.17,south,03-Aug,05:00,18:30,4,,10,10.5,14,64,65d45m64s,20d49m85s,4,7,11,136,,,,,,,,,,,,,,,,,herdis,
Fengsaell,49,2022.04.17,south,03-Aug,05:00,18:30,1,LEB,10,10.5,14,64,65d47m98s,20d48m35s,4,6,12,70,,,,,,,,,,,,,,,,,herdis,"One LEB buoy disappeared, likely not fixed strongly enough and possibly strong current in the area. Replaced next time out. "
Fengsaell,49,2022.04.17,south,03-Aug,05:00,18:30,3,,10,10.5,14,64,65d47m75s,20d49m30s,4,8,15,81,,,,,,,,,,,,,,,,,herdis,
Fengsaell,49,2022.04.17,south,03-Aug,05:00,18:30,2,,7,10.5,14,64,65d47m42s,20d48m97s,4,9,19,26,,,,,,,,,,,,,,,,,herdis,
Fengsaell,49,2022.04.17,south,03-Aug,05:00,18:30,9,,10,10.5,14,64,65d50m49s,20d20m89s,4,15,18,25,,,,,,,,,,,,,,,,1,herdis,
Fengsaell,49,2022.04.17,south,03-Aug,05:00,18:30,6,,10,10.5,14,64,65d50m51s,20d22m69s,4,15,18,39,,,,,,,,,,,,,,,,,herdis,
Fengsaell,50,2022.04.21,NA,0-1,05:30,18:00,12,,10,10.5,14,64,65d43m00s,20d41m00s,4,13,22,77,1,,,,,1,,,,,,,,,,,,
Fengsaell,50,2022.04.21,NA,0-1,05:30,18:00,13,,10,10.5,14,64,65d43m00s,20d42m00s,4,14,22,81,,,,,,,,,,,,,,,,,,
Fengsaell,50,2022.04.21,NA,0-1,05:30,18:00,10,,10,10.5,14,64,65d44m00s,20d42m00s,4,9,13,64,,,,,,,,,,,,,,,,,,
Fengsaell,50,2022.04.21,NA,0-1,05:30,18:00,8,,10,10.5,14,64,65d45m00s,20d45m00s,4,8,15,77,,,,,,,,,,,,,,,,,,
Fengsaell,50,2022.04.21,NA,0-1,05:30,18:00,7,,10,10.5,14,64,65d45m00s,20d45m00s,4,9,11,133,,,,,,,,,,,,,,,,,,
Fengsaell,50,2022.04.21,NA,0-1,05:30,18:00,5,,10,10.5,14,64,65d45m00s,20d49m00s,4,6,10,160,,,,,,,,,,,,,,,,,,
Fengsaell,50,2022.04.21,NA,0-1,05:30,18:00,4,,10,10.5,14,64,65d45m00s,20d49m00s,4,7,11,75,2,,,,,2,,,,,,,,,,,,
Fengsaell,50,2022.04.21,NA,0-1,05:30,18:00,1,LEB,10,10.5,14,64,65d47m00s,20d48m00s,4,6,11,95,,,,,,,,,,,,,,,,,,
Fengsaell,50,2022.04.21,NA,0-1,05:30,18:00,3,,10,10.5,14,64,65d47m00s,20d49m00s,4,7,15,88,1,,,,,1,,,,,,,,,,,,
Fengsaell,50,2022.04.21,NA,0-1,05:30,18:00,2,,7,10.5,14,64,65d47m00s,20d48m00s,4,9,18,54,,,,,,,,,,,,,,,,,,
Fengsaell,51,2022.04.22,NA,NA,07:00,10:00,9,,10,10.5,14,64,65d50m00s,20d20m00s,5,15,17,40,,,,,,,,,,,,,,,,,,
Fengsaell,51,2022.04.22,NA,NA,07:00,10:00,6,,10,10.5,14,64,65d50m00s,20d22m00s,5,15,18,71,,,,,,,,,,,,,,,,,,
Fengsaell,51,2022.04.22,NA,NA,07:00,10:00,2,,7,10.5,14,64,65d47m00s,20d48m00s,1,9,18,8,,,,,,,,,,,,,,,,,,
Fengsaell,52,2022.04.23,NA,NA,06:00,14:00,12,,10,10.5,14,64,65d43m00s,20d41m00s,3,13,22,67,,,,,,,,,,,,,,,,,,
Fengsaell,52,2022.04.23,NA,NA,06:00,14:00,13,,10,10.5,14,64,65d43m00s,20d42m00s,3,14,17,31,,,,,,,,,,,,,,,,,,
Fengsaell,52,2022.04.23,NA,NA,06:00,14:00,10,,10,10.5,14,64,65d44m00s,20d42m00s,3,9,12,55,,,,,,,,,,,,,,,,,,
Fengsaell,52,2022.04.23,NA,NA,06:00,14:00,8,,10,10.5,14,64,65d45m00s,20d45m00s,3,8,10,35,,,,,,,,,,,,,,,,,,
Fengsaell,53,2022.04.24,NA,NA,05:00,16:00,2,,7,10.5,14,64,65d47m00s,20d48m00s,2,9,15,16,,,,,,,,,,,,,,,,,,
Fengsaell,53,2022.04.24,NA,NA,05:00,16:00,9,,10,10.5,14,64,65d50m00s,20d20m00s,2,14,17,16,,,,,,,,,,,,,,,,,,
Fengsaell,53,2022.04.24,NA,NA,05:00,16:00,6,,10,10.5,14,64,65d50m00s,20d22m00s,2,16,18,15,,,,,,,,,,,,,,,,,,
Fengsaell,53,2022.04.24,NA,NA,05:00,16:00,3,,10,10.5,14,64,65d47m00s,20d49m00s,3,6,14,52,,,,,,,,,,,,,,,,,,
Fengsaell,53,2022.04.24,NA,NA,05:00,16:00,1,LEB,10,10.5,14,64,65d47m00s,20d48m00s,3,6,12,43,1,,,,,1,,,,,,,,,,,,
Fengsaell,53,2022.04.24,NA,NA,05:00,16:00,4,,10,10.5,14,64,65d45m00s,20d49m00s,3,6,10,47,,,,,,,,,,,,,,,,,,
Fengsaell,53,2022.04.24,NA,NA,05:00,16:00,5,,10,10.5,14,64,65d48m00s,20d49m00s,3,5,10,94,,,,,,,,,,,,,,,,,,
Fengsaell,53,2022.04.24,NA,NA,05:00,16:00,7,,10,10.5,14,64,65d45m00s,20d50m00s,3,9,12,103,,,,,,,,,,,,,,,,,,
Arndis,54,2022.04.13,NA,0-1,06:00,14:00,3,,12,10.5,12,38,65d56m60s,20d27m58s,3,4,8,16,,,,,,,,,,,,,,,,,halldor,
Arndis,54,2022.04.13,NA,0-1,06:00,14:00,6,,12,10.5,12,38,65d56m77s,20d27m97s,3,5,8,16,1,,,,,,1,,,,,,,,,,halldor,
Arndis,54,2022.04.13,NA,0-1,06:00,14:00,10,,12,10.5,12,38,65d57m44s,20d28m68s,3,7,7,24,3,,,,2,,1,,,,,,,,,,halldor,
Arndis,54,2022.04.13,NA,0-1,06:00,14:00,4,,12,10.5,12,38,65d59m16s,20d25m75s,3,8,11,31,,,,,,,,,,,,,,,,,halldor,
Arndis,54,2022.04.13,NA,0-1,06:00,14:00,12,,12,10.5,12,38,65d59m30s,20d25m27s,3,10,11,14,3,,,,2,,1,,,,,,,,,,halldor,
Arndis,54,2022.04.13,NA,0-1,06:00,14:00,13,,12,10.5,12,38,65d59m09s,20d25m14s,3,10,11,17,,,,,,,,,,,,,,,,,halldor,
Arndis,54,2022.04.13,NA,0-1,06:00,14:00,11,LEB,12,10.5,12,38,65d58m56s,20d24m52s,3,7,10,6,2,,,,2,,,,,,,,,,,,halldor,
Arndis,54,2022.04.13,NA,0-1,06:00,14:00,8,,12,10.5,12,38,65d58m50s,20d24m73s,3,7,11,19,,,,,,,,,,,,,,,,,halldor,
Arndis,54,2022.04.13,NA,0-1,06:00,14:00,2,,12,10.5,12,38,65d56m12s,20d23m74s,3,8,10,42,,,,,,,,,,,,,,,,,halldor,
Arndis,54,2022.04.13,NA,0-1,06:00,14:00,9,LEB,12,10.5,12,38,65d55m89s,20d23m52s,3,7,10,55,1,1,,,,,,,,,,,,,,,halldor,
Arndis,55,2022.04.19,NA,0-1,06:00,15:00,3,,12,10.5,12,38,65d56m60s,20d27m58s,5,4,8,63,,,,,,,,,,,,,,,,,,
Arndis,55,2022.04.19,NA,0-1,06:00,15:00,6,,12,10.5,12,38,65d56m77s,20d27m97s,5,5,8,47,2,,,,,,2,,,,,,,,,,,
Arndis,55,2022.04.19,NA,0-1,06:00,15:00,5,,12,10.5,12,38,65d53m30s,20d28m08s,5,5.4,6.3,59,1,1,,,,,,,,,,,,,,,,
Arndis,55,2022.04.19,NA,0-1,06:00,15:00,10,,12,10.5,12,38,65d57m44s,20d28m68s,5,7,7,53,1,,,,,,1,,,,,,,,,,,
Arndis,55,2022.04.19,NA,0-1,06:00,15:00,7,,12,10.5,12,38,65d57m63s,20d29m03s,5,5.3,5.3,57,,,,,,,,,,,,,,,,,,
Arndis,55,2022.04.19,NA,0-1,06:00,15:00,12,,12,10.5,12,38,65d59m30s,20d25m27s,5,10,11,33,2,,,,2,,,,,,,,,,,,,
Arndis,55,2022.04.19,NA,0-1,06:00,15:00,4,,12,10.5,12,38,65d59m16s,20d25m75s,5,8,11,39,,,,,,,,,,,,,,,,,,
Arndis,55,2022.04.19,NA,0-1,06:00,15:00,15,,12,10.5,12,38,65d58m10s,20d24m70s,5,6.17,13.9,68,4,,,,2,,,,,,,,,,,,,
Arndis,55,2022.04.19,NA,0-1,06:00,15:00,2,,12,10.5,12,38,65d56m12s,20d23m74s,6,8,10,57,1,,,,1,,,,,,,,,,,,,
Arndis,55,2022.04.19,NA,0-1,06:00,15:00,9,LEB,12,10.5,12,38,65d55m89s,20d23m52s,6,7,10,110,1,,,,1,,,,,,,,,,,,,
Arndis,55,2022.04.19,NA,0-1,06:00,15:00,8,,12,10.5,12,38,65d58m50s,20d24m73s,6,7,11,107,1,,,,1,,,,,,,,,,,,,
Arndis,55,2022.04.19,NA,0-1,06:00,15:00,11,LEB,12,10.5,12,38,65d58m56s,20d24m52s,6,7,10,77,,,,,,,,,,,,,,,,,,
Arndis,56,2022.04.21,NA,NA,06:00,14:00,3,,12,10.5,12,38,65d56m60s,20d27m58s,2,4,8,36,,,,,,,,,,,,,,,,,,
Arndis,56,2022.04.21,NA,NA,06:00,14:00,6,,12,10.5,12,38,65d56m77s,20d27m97s,2,5,8,28,,,,,,,,,,,,,,,,,,
Arndis,56,2022.04.21,NA,NA,06:00,14:00,5,,12,10.5,12,38,65d53m30s,20d28m08s,2,5.4,6.3,14,,,,,,,,,,,,,,,,,,
Arndis,56,2022.04.21,NA,NA,06:00,14:00,7,,12,10.5,12,38,65d57m63s,20d29m03s,2,5.3,5.3,34,,,,,,,,,,,,,,,,,,
Arndis,56,2022.04.21,NA,NA,06:00,14:00,10,,12,10.5,12,38,65d57m44s,20d28m68s,2,7,7,30,,,,,,,,,,,,,,,,,,
Arndis,56,2022.04.21,NA,NA,06:00,14:00,13,,12,10.5,12,38,65d59m09s,20d25m14s,2,10,11,77,,,,,,,,,,,,,,,,,,
Arndis,56,2022.04.21,NA,NA,06:00,14:00,4,,12,10.5,12,38,65d59m16s,20d25m75s,2,8,11,25,,,,,,,,,,,,,,,,,,
Arndis,56,2022.04.21,NA,NA,06:00,14:00,12,,12,10.5,12,38,65d59m30s,20d25m27s,2,10,11,27,,,,,,,,,,,,,,,,,,
Arndis,57,2022.04.22,NA,NA,06:00,12:00,3,,12,10.5,12,38,65d56m60s,20d27m58s,1,4,8,18,,,,,,,,,,,,,,,,,,
Arndis,57,2022.04.22,NA,NA,06:00,12:00,6,,12,10.5,12,38,65d56m77s,20d27m97s,1,5,8,14,,,,,,,,,,,,,,,,,,
Arndis,57,2022.04.22,NA,NA,06:00,12:00,5,,12,10.5,12,38,65d53m30s,20d28m08s,1,5.4,6.3,18,,,,,,,,,,,,,,,,,,
Arndis,57,2022.04.22,NA,NA,06:00,12:00,10,,12,10.5,12,38,65d57m44s,20d28m68s,1,7,7,12,,,,,,,,,,,,,,,,,,
Arndis,57,2022.04.22,NA,NA,06:00,12:00,7,,12,10.5,12,38,65d57m63s,20d29m03s,1,5.3,5.3,17,,,,,,,,,,,,,,,,,,
Arndis,58,2022.04.23,NA,NA,06:00,16:00,13,,12,10.5,12,38,65d59m09s,20d25m14s,4,10,11,22,,,,,,,,,,,,,,,,,,
Arndis,58,2022.04.23,NA,NA,06:00,16:00,11,LEB,12,10.5,12,38,65d58m56s,20d24m52s,4,7,10,88,2,,,,2,,,,,,,,,,,,,
Arndis,58,2022.04.23,NA,NA,06:00,16:00,1,,12,10.5,12,38,65d58m36s,20d24m60s,4,5,11,38,,,,,,,,,,,,,,,,,,
Arndis,58,2022.04.23,NA,NA,06:00,16:00,15,,12,10.5,12,38,65d58m10s,20d24m70s,4,6,14,68,,,,,,,,,,,,,,,,,,
Arndis,58,2022.04.23,NA,NA,06:00,16:00,8,,12,10.5,12,38,65d58m50s,20d24m73s,4,7,11,51,,,,,,,,,,,,,,,,,,
Arndis,58,2022.04.23,NA,NA,06:00,16:00,2,,12,10.5,12,38,65d56m12s,20d23m74s,4,8,10,37,,,,,,,,,,,,,,,,,,
Arndis,58,2022.04.23,NA,NA,06:00,16:00,9,LEB,12,10.5,12,38,65d55m89s,20d23m52s,4,7,10,40,,,,,,,,,,,,,,,,,,
Sigurey,59,2022.04.14,NA,NA,09:30,13:00,4,,6,10.5,20,69,65d44m00s,21d15m00s,1,8,14,60,,,,,,,,,,,,,,,,,,
Sigurey,59,2022.04.14,NA,NA,09:30,13:00,6,,6,10.5,20,69,65d44m50s,21d14m00s,1,8,17,30,,,,,,,,,,,,,,,,,,
Sigurey,59,2022.04.14,NA,NA,09:30,13:00,1,,6,10.5,20,69,65d43m20s,21d18m40s,1,8,14,70,,,,,,,,,,,,,,,,,,
Sigurey,59,2022.04.14,NA,NA,09:30,13:00,2,,6,10.5,20,69,65d43m50s,21d17m70s,1,5,14,70,,,,,,,,,,,,,,,,,,
Sigurey,59,2022.04.14,NA,NA,09:30,13:00,3,,6,10.5,20,69,65d43m80s,21d16m70s,1,7,25,90,,,,,,,,,,,,,,,,,,
Sigurey,60,2022.04.16,south_west,03-Aug,06:00,15:00,16,,6,10.5,20,69,65d48m70s,21d17m60s,3,7.5,15,57,,,,,,,,,,,,,,,,,,
Sigurey,60,2022.04.16,south_west,03-Aug,06:00,15:00,RA,LEB,6,10.5,20,69,65d48m80s,21d17m00s,3,10,18,,,,,,,,,,,,,,,,,,,"main captain sick, substitute captain onboard "
Sigurey,60,2022.04.16,south_west,03-Aug,06:00,15:00,15,,6,10.5,20,69,65d48m90s,21d16m60s,3,21,22,,,,,,,,,,,,,,,,,,,"main captain sick, substitute captain onboard "
Sigurey,60,2022.04.16,south_west,03-Aug,06:00,15:00,14,,6,10.5,20,69,65d49m20s,21d16m70s,3,22,8,,,,,,,,,,,,,,,,,,,"main captain sick, substitute captain onboard "
Sigurey,60,2022.04.16,south_west,03-Aug,06:00,15:00,10,,6,10.5,20,69,65d49m60s,21d15m90s,3,12,8,,,,,,,,,,,,,,,,,,,"main captain sick, substitute captain onboard "
Sigurey,60,2022.04.16,south_west,03-Aug,06:00,15:00,9,,6,10.5,20,69,65d49m80s,21d16m10s,3,11,9,,,,,,,,,,,,,,,,,,,"main captain sick, substitute captain onboard "
Sigurey,60,2022.04.16,south_west,03-Aug,06:00,15:00,13,,6,10.5,20,69,65d50m80s,21d14m60s,3,10,30,,1,,,,1,,,,,,,,,,,,,"main captain sick, substitute captain onboard "
Sigurey,60,2022.04.16,south_west,03-Aug,06:00,15:00,12,,6,10.5,12,69,65d50m30s,21d14m90s,3,9,18,,,,,,,,,,,,,,,,,,,"main captain sick, substitute captain onboard "
Sigurey,60,2022.04.16,south_west,03-Aug,06:00,15:00,11,,6,10.5,12,69,65d50m20s,21d14m80s,3,10,20,,1,,,,,1,,,,,,,,,,,,"main captain sick, substitute captain onboard "
Sigurey,60,2022.04.16,south_west,03-Aug,06:00,15:00,17,,6,10.5,20,69,65d47m90s,21d18m70s,3,6,8,,1,,,,1,,,,,,,,,,,,,"main captain sick, substitute captain onboard "
