boat,fishing_trip_id,departure_date,wind_direction,wind_speed_m_s1,departure_time,return_time,trossa_id,with_leb,net_in_trossa,net_mesh_size_inches,net_height_meshes,net_length_meters,latitude_dms,longitude_dms,soaking_nights,min_depth_fathoms,max_depth_fathoms,lumpfish_per_trossa,birds_per_trossa,black_guillemot,european_shag,great_cormorant,common_eider,common_murre,long-tailed_duck,northern_fulmar,red-throated_loon,atlantic_puffin,harbour_seal,grey_seal,harp_seal,white_beaked_dolphin,bottlenose_dolphin,harbour_porpoise,biopol_onboard,comments
Simma,29,2022.04.08,north_west,03-Aug,05:15,17:00,15,,7,10.5,16,69,65d54m62s,21d13m46s,5,19,36,202,,,,,,,,,,,,,,,,,herdis,
Simma,29,2022.04.08,north_west,03-Aug,05:15,17:00,14,,7,10.5,16,69,65d52m15s,21d14m08s,5,20,37,249,,,,,,,,,,,,,,,,,herdis,
Simma,29,2022.04.08,north_west,03-Aug,05:15,17:00,13,,7,10.5,16,69,65d52m04s,21d14m21s,6,23,40,157,,,,,,,,,,,,,,,,,herdis,
Simma,29,2022.04.08,north_west,03-Aug,05:15,17:00,12,,7,10.5,16,69,65d51m73s,21d14m35s,5,11,15,149,,,,,,,,,,,,,,,,,herdis,
Simma,29,2022.04.08,north_west,03-Aug,05:15,17:00,11,,7,10.5,16,69,65d51m49s,21d14m32s,5,12,20,165,,,,,,,,,,,,,,,,,herdis,
Simma,29,2022.04.08,north_west,03-Aug,05:15,17:00,9,,7,10.5,16,69,65d42m82s,21d09m07s,1,23,26,70,,,,,,,,,,,,,,,,,herdis,
Simma,29,2022.04.08,north_west,03-Aug,05:15,17:00,8,,7,10.5,16,69,65d43m07s,21d08m64s,1,22,26,42,,,,,,,,,,,,,,,,,herdis,
Simma,30,2022.04.09,north,03-Aug,12:30,19:20,1,,7,10.5,16,69,65d42m69s,21d07m43s,2,20,22,81,,,,,,,,,,,,,,,,,,
Simma,30,2022.04.09,north,03-Aug,12:30,19:20,2,,7,10.5,16,69,65d42m98s,21d07m14s,2,19,25,80,,,,,,,,,,,,,,,,,,
Simma,30,2022.04.09,north,03-Aug,12:30,19:20,3,,7,10.5,16,69,65d43m21s,21d07m28s,2,20,30,113,,,,,,,,,,,,,,,,1,,
Simma,30,2022.04.09,north,03-Aug,12:30,19:20,4,,7,10.5,16,69,65d43m30s,21d07m34s,2,17,24,74,,,,,,,,,,,,,,,,1,,
Simma,30,2022.04.09,north,03-Aug,12:30,19:20,5,,5,10.5,16,69,65d43m49s,21d07m17s,2,25,33,60,,,,,,,,,,,,,,,,,,
Simma,30,2022.04.09,north,03-Aug,12:30,19:20,6,,6,10.5,16,69,65d43m15s,21d08m24s,2,19,21,78,,,,,,,,,,,,,,,,,,
Simma,30,2022.04.09,north,03-Aug,12:30,19:20,7,,7,10.5,16,69,65d43m37s,21d07m88s,2,25,20,83,,,,,,,,,,,,,,,,,,
Simma,30,2022.04.09,north,03-Aug,12:30,19:20,9,,7,10.5,16,69,65d42m84s,21d09m03s,1,21,23,46,,,,,,,,,,,,,,,,,,
Simma,30,2022.04.09,north,03-Aug,12:30,19:20,10,,7,10.5,16,69,65d42m89s,21d09m87s,2,21,26,82,,,,,,,,,,,,,,,,,,
Simma,31,2022.04.10,NA,0-1,05:15,14:00,16,LEB,6,10.5,16,69,65d55m20s,21d15m11s,2,13,19,105,,,,,,,,,,,,,,,,,,replaced LE buoy that broke previous time
Simma,31,2022.04.10,NA,0-1,05:15,14:00,15,,7,10.5,16,69,65d54m67s,21d13m51s,2,20,35,98,,,,,,,,,,,,,,,,,,
Simma,31,2022.04.10,NA,0-1,05:15,14:00,14,,7,10.5,16,69,65d52m21s,21d14m20s,2,20,36,96,,,,,,,,,,,,,,,,,,
Simma,31,2022.04.10,NA,0-1,05:15,14:00,12,,7,10.5,16,69,65d52m09s,21d14m09s,2,23,40,131,,,,,,,,,,,,,,,,,,
Simma,31,2022.04.10,NA,0-1,05:15,14:00,13,,7,10.5,16,69,65d52m00s,21d14m08s,2,24,40,163,,,,,,,,,,,,,,,,,,
Simma,31,2022.04.10,NA,0-1,05:15,14:00,11,,7,10.5,16,69,65d51m49s,21d14m32s,2,12,20,55,,,,,,,,,,,,,,,,,,
Simma,32,2022.04.13,NA,0-1,06:20,15:30,1,,7,10.5,16,69,65d42m64s,21d07m42s,4,20,23,93,1,,,,,1,,,,,,,,,,1,,
Simma,32,2022.04.13,NA,0-1,06:20,15:30,2,,7,10.5,16,69,65d42m03s,21d07m22s,4,20,24,130,,,,,,,,,,,,,,,,,,
Simma,32,2022.04.13,NA,0-1,06:20,15:30,3,,7,10.5,16,69,65d42m23s,21d07m19s,4,19,28,136,,,,,,,,,,,,,,,,,,
Simma,32,2022.04.13,NA,0-1,06:20,15:30,4,,7,10.5,16,69,65d43m28s,21d07m38s,4,15,25,95,,,,,,,,,,,,,,,,,,
Simma,32,2022.04.13,NA,0-1,06:20,15:30,5,,5,10.5,16,69,65d43m50s,21d07m15s,4,20,28,71,,,,,,,,,,,,,,,,,,
Simma,32,2022.04.13,NA,0-1,06:20,15:30,6,,6,10.5,16,69,65d43m37s,21d07m91s,4,23,25,108,,,,,,,,,,,,,,,,,,
Simma,32,2022.04.13,NA,0-1,06:20,15:30,7,,7,10.5,16,69,65d43m14s,21d08m29s,4,23,25,119,,,,,,,,,,,,,,,,1,,
Simma,32,2022.04.13,NA,0-1,06:20,15:30,8,,7,10.5,16,69,65d43m06s,21d08m70s,5,23,26,136,,,,,,,,,,,,,,,,,,
Simma,32,2022.04.13,NA,0-1,06:20,15:30,9,,7,10.5,16,69,65d42m78s,21d09m09s,4,21,25,119,,,,,,,,,,,,,,,,,,
Simma,32,2022.04.13,NA,0-1,06:20,15:30,10,,7,10.5,16,69,65d42m91s,21d09m88s,4,20,26,96,,,,,,,,,,,,,,,,,,
Simma,33,2022.04.14,north,03-Aug,05:40,14:00,15,,7,10.5,16,69,65d54m69s,21d13m51s,4,19,33,126,,,,,,,,,,,,,,,,,,
Simma,33,2022.04.14,north,03-Aug,05:40,14:00,16,LEB,6,10.5,16,69,65d55m25s,21d15m00s,4,14,19,140,,,,,,,,,,,,,,,,,,
Simma,33,2022.04.14,north,03-Aug,05:40,14:00,14,,7,10.5,16,69,65d52m18s,21d14m05s,4,20,37,163,,,,,,,,,,,,,,,,,,
Simma,33,2022.04.14,north,03-Aug,05:40,14:00,12,,7,10.5,16,69,65d52m09s,21d14m09s,4,23,40,227,,,,,,,,,,,,,,,,,,
Simma,33,2022.04.14,north,03-Aug,05:40,14:00,13,,7,10.5,16,69,65d52m02s,21d14m17s,4,24,40,247,,,,,,,,,,,,,,,,,,
Simma,33,2022.04.14,north,03-Aug,05:40,14:00,11,,7,10.5,16,69,65d52m31s,21d14m17s,4,21,40,114,,,,,,,,,,,,,,,,,,
Simma,34,2022.04.16,south,03-Aug,06:00,15:00,1,,7,10.5,16,69,65d42m33s,21d07m86s,3,10,12,95,,,,,,,,,,,,,1,,,,,
Simma,34,2022.04.16,south,03-Aug,06:00,15:00,2,,7,10.5,16,69,65d42m59s,21d07m68s,3,9,12,111,,,,,,,,,,,,,1,,,,,
Simma,34,2022.04.16,south,03-Aug,06:00,15:00,3,,7,10.5,16,69,65d42m82s,21d07m68s,3,9,13,98,,,,,,,,,,,,,,,,,,
Simma,34,2022.04.16,south,03-Aug,06:00,15:00,4,,7,10.5,16,69,65d43m11s,21d07m59s,3,10,14,121,,,,,,,,,,,,,,,,,,
Simma,34,2022.04.16,south,03-Aug,06:00,15:00,5,,5,10.5,16,69,65d42m95s,21d08m07s,3,9,11,64,,,,,,,,,,,,,,,,,,
Simma,34,2022.04.16,south,03-Aug,06:00,15:00,6,,6,10.5,16,69,65d43m33s,21d07m85s,3,15,20,75,,,,,,,,,,,,,,,,,,
Simma,34,2022.04.16,south,03-Aug,06:00,15:00,7,,7,10.5,16,69,65d43m15s,21d07m84s,3,12,13,93,,,,,,,,,,,,,,,,,,
Simma,34,2022.04.16,south,03-Aug,06:00,15:00,8,,7,10.5,16,69,65d42m86s,21d08m16s,3,8,9,122,,,,,,,,,,,,,,,,,,
Simma,34,2022.04.16,south,03-Aug,06:00,15:00,9,,7,10.5,16,69,65d42m84s,21d08m94s,3,15,19,73,,,,,,,,,,,,,,,,,,
Simma,34,2022.04.16,south,03-Aug,06:00,15:00,10,,7,10.5,16,69,65d42m71s,21d09m59s,3,10,23,114,,,,,,,,,,,,,,,,,,
Simma,35,2022.04.18,NA,0-1,06:00,16:00,16,LEB,6,10.5,16,69,65d55m28s,21d15m15s,4,13,18,146,,,,,,,,,,,,,,,,,herdis,
Simma,35,2022.04.18,NA,0-1,06:00,16:00,15,,7,10.5,16,69,65d55m25s,21d14m31s,4,11,11,168,,,,,,,,,,,,,,,,,herdis,
Simma,35,2022.04.18,NA,0-1,06:00,16:00,14,,7,10.5,16,69,65d52m20s,21d14m14s,4,21,37,41,,,,,,,,,,,,,,,,,herdis,
Simma,35,2022.04.18,NA,0-1,06:00,16:00,13,,7,10.5,16,69,65d52m00s,21d14m12s,4,24,40,91,,,,,,,,,,,,,,,,,herdis,
Simma,35,2022.04.18,NA,0-1,06:00,16:00,12,,7,10.5,16,69,65d52m11s,21d14m10s,4,21,37,75,,,,,,,,,,,,,,,,,herdis,
Simma,35,2022.04.18,NA,0-1,06:00,16:00,11,,7,10.5,16,69,65d51m78s,21d14m41s,4,11,14,179,,,,,,,,,,,,,,,,,herdis,
Fengsaell,36,2022.04.10,NA,NA,05:00,17:00,13,,10,10.5,14,64,65d44m00s,20d41m00s,3,12,24,88,,,,,,,,,,,,,,,,,,
Fengsaell,36,2022.04.10,NA,NA,05:00,17:00,12,,10,10.5,14,64,65d43m00s,20d42m00s,3,12,23,99,1,,,,,1,,,,,,,,,,,,
Fengsaell,36,2022.04.10,NA,NA,05:00,17:00,10,,10,10.5,14,64,65d44m00s,20d42m00s,3,9,15,82,,,,,,,,,,,,,,,,,,
Fengsaell,36,2022.04.10,NA,NA,05:00,17:00,8,,10,10.5,14,64,65d45m00s,20d44m00s,3,9,17,107,,,,,,,,,,,,,,,,,,
Fengsaell,36,2022.04.10,NA,NA,05:00,17:00,7,,10,10.5,14,64,65d46m00s,20d49m00s,3,14,16,93,,,,,,,,,,,,,,,,,,
Fengsaell,36,2022.04.10,NA,NA,05:00,17:00,5,,10,10.5,14,64,65d45m00s,20d48m00s,3,6,20,77,,,,,,,,,,,,,,,,,,
Fengsaell,36,2022.04.10,NA,NA,05:00,17:00,4,,10,10.5,14,64,65d46m00s,20d49m00s,2,6,14,66,,,,,,,,,,,,,,,,,,
Fengsaell,36,2022.04.10,NA,NA,05:00,17:00,1,LEB,10,10.5,14,64,65d47m00s,20d49m00s,2,12,19,53,,,,,,,,,,,,,,,,,,
Fengsaell,36,2022.04.10,NA,NA,05:00,17:00,2,,7,10.5,14,64,65d47m00s,20d48m00s,2,10,14,27,,,,,,,,,,,,,,,,,,
Fengsaell,36,2022.04.10,NA,NA,05:00,17:00,3,,10,10.5,14,64,65d47m00s,20d48m00s,2,15,23,49,,,,,,,,,,,,,,,,,,
Fengsaell,36,2022.04.10,NA,NA,05:00,17:00,9,,10,10.5,14,64,65d50m00s,20d21m00s,2,15,19,56,,,,,,,,,,,,,,,,,,
Fengsaell,36,2022.04.10,NA,NA,05:00,17:00,6,,10,10.5,14,64,65d50m00s,20d20m00s,2,14,19,82,,,,,,,,,,,,,,,,,,
Fengsaell,37,2022.04.13,NA,0-1,05:00,17:00,1,LEB,10,10.5,14,64,65d47m50s,20d49m30s,3,12,19,54,,,,,,,,,,,,,,,,,herdis,
Fengsaell,37,2022.04.13,NA,0-1,05:00,17:00,2,,7,10.5,14,64,65d47m00s,20d48m00s,3,10,14,24,,,,,,,,,,,,,,,,,herdis,
Fengsaell,37,2022.04.13,NA,0-1,05:00,17:00,3,,10,10.5,14,64,65d48m52s,20d48m40s,3,15,23,41,,,,,,,,,,,,,,,,,herdis,
Fengsaell,37,2022.04.13,NA,0-1,05:00,17:00,7,,10,10.5,14,64,65d45m80s,20d49m14s,3,10,18,46,1,,,,,1,,,,,,,,,,,herdis,
Fengsaell,37,2022.04.13,NA,0-1,05:00,17:00,5,,10,10.5,14,64,65d46m19s,20d49m14s,3,10,18.5,66,,,,,,,,,,,,,,,,,herdis,
Fengsaell,37,2022.04.13,NA,0-1,05:00,17:00,4,,10,10.5,14,64,65d46m26s,20d51m51s,3,14,19.5,67,,,,,,,,,,,,,,,,,herdis,
Fengsaell,37,2022.04.13,NA,0-1,05:00,17:00,8,,10,10.5,14,64,65d45m01s,20d43m23s,3,9,13.5,46,,,,,,,,,,,,1,,,,,herdis,
Fengsaell,37,2022.04.13,NA,0-1,05:00,17:00,10,,10,10.5,14,64,65d44m60s,20d42m48s,3,6,15.5,40,1,,,,,1,,,,,,,,,,,herdis,
Fengsaell,37,2022.04.13,NA,0-1,05:00,17:00,13,,10,10.5,14,64,65d43m73s,20d41m85s,3,8,22.5,58,,,,,,,,,,,,,,,,1,herdis,
Fengsaell,37,2022.04.13,NA,0-1,05:00,17:00,12,,10,10.5,14,64,65d43m85s,20d41m43s,3,10,24,75,,,,,,,,,,,,,,,,,herdis,
Fengsaell,37,2022.04.13,NA,0-1,05:00,17:00,9,,10,10.5,14,64,65d51m17s,20d21m63s,3,16.5,19,43,,,,,,,,,,,,,,,,,herdis,
Fengsaell,37,2022.04.13,NA,0-1,05:00,17:00,6,,10,10.5,14,64,65d50m33s,20d21m32s,3,10,16.5,58,,,,,,,,,,,,,,,,,herdis,
Simma,38,2022.04.19,north_east,03-Aug,06:00,13:30,1,,7,10.5,16,69,65d42m33s,21d07m86s,3,10,12,95,,,,,,,,,,,,,,,,,,
Simma,38,2022.04.19,north_east,03-Aug,06:00,13:30,2,,7,10.5,16,69,65d42m59s,21d07m68s,3,9,12,111,,,,,,,,,,,,,,,,,,
Simma,38,2022.04.19,north_east,03-Aug,06:00,13:30,3,,7,10.5,16,69,65d42m82s,21d07m68s,3,10,13,98,1,,,,,1,,,,,,,,,,,,
Simma,38,2022.04.19,north_east,03-Aug,06:00,13:30,4,,7,10.5,16,69,65d43m11s,21d07m59s,3,11,14,121,,,,,,,,,,,,,,,,,,
Simma,38,2022.04.19,north_east,03-Aug,06:00,13:30,5,,5,10.5,16,69,65d42m95s,21d 08m07s,3,8,12,64,,,,,,,,,,,,,,,,,,
Simma,38,2022.04.19,north_east,03-Aug,06:00,13:30,6,,6,10.5,16,69,65d43m33s,21d08m88s,3,15,20,75,,,,,,,,,,,,,,,,,,
Simma,38,2022.04.19,north_east,03-Aug,06:00,13:30,7,,7,10.5,16,69,65d43m15s,21d07m84s,3,10,13,93,,,,,,,,,,,,,,,,,,
Simma,38,2022.04.19,north_east,03-Aug,06:00,13:30,8,,7,10.5,16,69,65d42m86s,21d08m16s,3,6,9,122,,,,,,,,,,,,,,,,,,
Simma,38,2022.04.19,north_east,03-Aug,06:00,13:30,9,,7,10.5,16,69,65d42m84s,21d08m59s,3,15,19,73,,,,,,,,,,,,,,,,,,
Simma,38,2022.04.19,north_east,03-Aug,06:00,13:30,10,,7,10.5,16,69,65d42m71s,21d09m59s,3,23,9,114,,,,,,,,,,,,,,,,,,
Simma,39,2022.04.21,NA,0-1,06:00,20:30,15,,7,10.5,16,69,65d55m25s,21d14m31s,3,13,18,64,3,,,,,3,,,,,,,,,,,,
Simma,39,2022.04.21,NA,0-1,06:00,20:30,16,LEB,6,10.5,16,69,65d55m28s,21d15m15s,3,13,18,106,4,,,,,4,,,,,,,,,,,,
Simma,39,2022.04.21,NA,0-1,06:00,20:30,11,,7,10.5,16,69,65d51m72s,21d14m41s,3,22,37,155,,,,,,,,,,,,,,,,,,
Simma,39,2022.04.21,NA,0-1,06:00,20:30,13,,7,10.5,16,69,65d52m00s,21d14m12s,3,11,14,291,,,,,,,,,,,,,,,,,,
Simma,39,2022.04.21,NA,0-1,06:00,20:30,12,,7,10.5,16,69,65d52m11s,21d14m10s,3,23,40,,,,,,,,,,,,,,,,,,,
Simma,39,2022.04.21,NA,0-1,06:00,20:30,14,,7,10.5,16,69,65d52m20s,21d14m13s,3,12,24,290,,,,,,,,,,,,,,,,,,
Simma,39,2022.04.21,NA,0-1,06:00,20:30,1,,7,10.5,16,69,65d42m30s,21d08m07s,2,6,8,62,,,,,,,,,,,,,,,,,,
Simma,39,2022.04.21,NA,0-1,06:00,20:30,2,,7,10.5,16,69,65d42m60s,21d07m68s,2,10,13,99,,,,,,,,,,,,,,,,,,
Simma,39,2022.04.21,NA,0-1,06:00,20:30,3,,7,10.5,16,69,65d42m81s,21d07m66s,2,10,19,86,,,,,,,,,,,,,,,,,,
Simma,39,2022.04.21,NA,0-1,06:00,20:30,4,,7,10.5,16,69,65d43m08s,21d07m63s,2,12,14,56,,,,,,,,,,,,,,,,,,
Simma,39,2022.04.21,NA,0-1,06:00,20:30,6,,6,10.5,16,69,65d43m32s,21d07m92s,2,13,20,59,,,,,,,,,,,,,,,,,,
Simma,39,2022.04.21,NA,0-1,06:00,20:30,7,,7,10.5,16,69,65d43m14s,21d07m87s,2,15,15,96,,,,,,,,,,,,,,,,,,
Simma,39,2022.04.21,NA,0-1,06:00,20:30,5,,5,10.5,16,69,65d42m95s,21d08m23s,2,11,11,68,,,,,,,,,,,,,,,,,,
Simma,39,2022.04.21,NA,0-1,06:00,20:30,8,,7,10.5,16,69,65d42m86s,21d08m18s,2,6,9,132,,,,,,,,,,,,,,,,,,
Simma,39,2022.04.21,NA,0-1,06:00,20:30,9,,7,10.5,16,69,65d42m88s,21d08m94s,2,15,19,73,,,,,,,,,,,,,,,,,,
Simma,39,2022.04.21,NA,0-1,06:00,20:30,10,,7,10.5,16,69,65d42m61s,21d09m57s,2,9,16,54,,,,,,,,,,,,,,,,,,
Simma,40,2022.04.23,south_west,03-Aug,05:00,16:00,16,LEB,6,10.5,16,69,65d55m25s,21d14m24s,2,10,18,106,,,,,,,,,,,,,,,,,herdis,
Simma,40,2022.04.23,south_west,03-Aug,05:00,16:00,15,,7,10.5,16,69,65d55m31s,21d15m37s,2,10,11,126,,,,,,,,,,,,,,,,,herdis,
Simma,40,2022.04.23,south_west,03-Aug,05:00,16:00,14,,7,10.5,16,69,65d52m19s,21d14m13s,2,22,37,153,,,,,,,,,,,,,,,,,herdis,
Simma,40,2022.04.23,south_west,03-Aug,05:00,16:00,13,,7,10.5,16,69,65d52m02s,21d14m16s,2,24,40,130,,,,,,,,,,,,,,,,,herdis,
Simma,40,2022.04.23,south_west,03-Aug,05:00,16:00,11,,7,10.5,16,69,65d51m73s,21d14m79s,2,11,10,84,,,,,,,,,,,1,,,,,,herdis,
Simma,40,2022.04.23,south_west,03-Aug,05:00,16:00,12,,7,10.5,16,69,65d51m40s,21d14m35s,2,11,20,83,,,,,,,,,,,,,,,,,herdis,
Simma,40,2022.04.23,south_west,03-Aug,05:00,16:00,1,,7,10.5,16,69,65d42m34s,21d08m00s,2,6,8,65,,,,,,,,,,,,,,,,,herdis,
Simma,40,2022.04.23,south_west,03-Aug,05:00,16:00,2,,7,10.5,16,69,65d42m64s,21d07m69s,2,9,11,56,,,,,,,,,,,,,,,,,herdis,
Simma,40,2022.04.23,south_west,03-Aug,05:00,16:00,3,,7,10.5,16,69,65d42m90s,21d07m68s,2,10,13,74,,,,,,,,,,,,,,,,,herdis,
Simma,40,2022.04.23,south_west,03-Aug,05:00,16:00,4,,7,10.5,16,69,65d43m10s,21d07m64s,2,9,13,91,,,,,,,,,,,,,,,,,herdis,
Simma,40,2022.04.23,south_west,03-Aug,05:00,16:00,6,,6,10.5,16,69,65d43m26s,21d07m85s,2,12,18,53,,,,,,,,,,,,,,,,,herdis,
Simma,40,2022.04.23,south_west,03-Aug,05:00,16:00,7,,7,10.5,16,69,65d43m09s,21d07m68s,2,9,13,83,,,,,,,,,,,,,,,,,herdis,
Simma,40,2022.04.23,south_west,03-Aug,05:00,16:00,5,,5,10.5,16,69,65d42m94s,21d08m07s,2,8,13,66,,,,,,,,,,,,,,,,,herdis,
Simma,40,2022.04.23,south_west,03-Aug,05:00,16:00,8,,7,10.5,16,69,65d42m88s,21d08m12s,2,8,8,87,1,1,,,,,,,,,,,,,,,herdis,
Simma,40,2022.04.23,south_west,03-Aug,05:00,16:00,9,,7,10.5,16,69,65d42m53s,21d09m44s,2,8,12,90,,,,,,,,,,,1,,,,,,herdis,
Simma,40,2022.04.23,south_west,03-Aug,05:00,16:00,10,,7,10.5,16,69,65d42m61s,21d09m54s,2,9,13,112,,,,,,,,,,,,,,,,,herdis,
Saefugl,41,2022.04.13,NA,0-1,05:00,17:00,4,,11,10.5,14,38,65d43m80s,21d22m00s,3,7,8,117,,,,,,,,,,,,,,,,,,
Saefugl,41,2022.04.13,NA,0-1,05:00,17:00,5,LEB,8,10.5,14,38,65d43m30s,21d20m30s,3,5,12,123,,,,,,,,,,,,,,,,,,
Saefugl,41,2022.04.13,NA,0-1,05:00,17:00,6,,8,10.5,14,38,65d43m30s,21d18m40s,3,6,10,118,,,,,,,,,,,,,,,,,,
Saefugl,41,2022.04.13,NA,0-1,05:00,17:00,14,,8,10.5,18,38,65d45m40s,21d13m20s,3,15,20,57,,,,,,,,,,,,,,,,,,
Saefugl,41,2022.04.13,NA,0-1,05:00,17:00,15,,8,10.5,14,38,65d45m70s,21d13m20s,3,15,20,53,,,,,,,,,,,,,,,,,,
Saefugl,41,2022.04.13,NA,0-1,05:00,17:00,16,,8,10.5,14,38,65d46m30s,21d13m00s,3,18,20,62,,,,,,,,,,,,,,,,,,
Saefugl,41,2022.04.13,NA,0-1,05:00,17:00,17,,8,10.5,18,38,65d46m30s,21d13m00s,3,27,59,86,,,,,,,,,,,,,,,,,,
Saefugl,41,2022.04.13,NA,0-1,05:00,17:00,18,,8,10.5,18,38,65d46m10s,21d13m30s,3,20,29,96,,,,,,,,,,,,,,,,,,
Saefugl,41,2022.04.13,NA,0-1,05:00,17:00,13,,16,10.5,14,38,65d45m60s,21d12m40s,3,17,20,71,,,,,,,,,,,,,,,,,,
Saefugl,41,2022.04.13,NA,0-1,05:00,17:00,12,,16,10.5,14,38,65d42m50s,21d16m40s,3,21,26,83,,,,,,,,,,,,,,,,,,
Saefugl,41,2022.04.13,NA,0-1,05:00,17:00,10,,14,10.5,14,38,65d42m20s,21d17m00s,3,14,20,82,2,,,,,2,,,,,,,,,,,,
Saefugl,41,2022.04.13,NA,0-1,05:00,17:00,7,,14,10.5,14,38,65d41m60s,21d17m70s,3,10,19,90,1,,,,,1,,,,,,,,,,,,
Saefugl,41,2022.04.13,NA,0-1,05:00,17:00,11,,11,10.5,14,38,65d42m10s,21d17m00s,5,15,25,74,,,,,,,,,,,,,,,,,,
Saefugl,41,2022.04.13,NA,0-1,05:00,17:00,8,,8,10.5,14,38,65d41m70s,21d17m70s,5,22,27,71,1,,,,,1,,,,,,,,,,,,
Saefugl,41,2022.04.13,NA,0-1,05:00,17:00,9,,8,10.5,14,38,65d41m40s,21d17m80s,5,12,13,62,,,,,,,,,,,,,,,,,,
Saefugl,41,2022.04.13,NA,0-1,05:00,17:00,1,,8,10.5,14,38,65d40m40s,21d23m10s,3,8,15,57,,,,,,,,,,,,,,,,,,
Saefugl,41,2022.04.13,NA,0-1,05:00,17:00,2,,11,10.5,16,38,65d40m80s,21d22m40s,3,9,14,67,,,,,,,,,,,,,,,,,,
Saefugl,41,2022.04.13,NA,0-1,05:00,17:00,3,,10,10.5,16,38,65d41m40s,21d22m50s,3,10,14,72,,,,,,,,,,,,,,,,,,
Saefugl,41,2022.04.13,NA,0-1,05:00,16:00,19,,8,10.5,18,38,65d40m60s,21d22m90s,3,6,8,71,1,,,,1,,,,,,,,,,,,,
Saefugl,42,2022.04.16,south,03-Aug,05:30,16:00,4,,11,10.5,14,38,65d43m80s,21d22m00s,3,7,8,96,,,,,,,,,,,,,,,,,,
Saefugl,42,2022.04.16,south,03-Aug,05:30,16:00,5,LEB,8,10.5,14,38,65d43m30s,21d20m30s,3,5,12,102,,,,,,,,,,,,,,,,,,
Saefugl,42,2022.04.16,south,03-Aug,05:30,16:00,6,,8,10.5,14,38,65d43m30s,21d18m40s,3,6,10,73,,,,,,,,,,,,,,,,,,
Saefugl,42,2022.04.16,south,03-Aug,05:30,16:00,14,,8,10.5,18,38,65d43m30s,21d18m30s,3,5,10,125,,,,,,,,,,,,,,,,,,
Saefugl,42,2022.04.16,south,03-Aug,05:30,16:00,15,,8,10.5,14,38,65d43m30s,21d19m50s,3,5,11,99,1,,,,1,,,,,,,,,,,,,
Saefugl,42,2022.04.16,south,03-Aug,05:30,16:00,9,,8,10.5,14,38,65d43m30s,21d20m30s,3,5,12,72,,,,,,,,,,,,,,,,,,
Saefugl,42,2022.04.16,south,03-Aug,05:30,16:00,8,,8,10.5,14,38,65d43m80s,21d22m10s,3,5,5,73,,,,,,,,,,,,,,,,,,
Saefugl,42,2022.04.16,south,03-Aug,05:30,16:00,13,,16,10.5,14,38,65d46m20s,21d13m30s,3,15,17,85,,,,,,,,,,,,,,,,,,
Saefugl,42,2022.04.16,south,03-Aug,05:30,16:00,17,,8,10.5,18,38,65d46m30s,21d13m00s,3,20,22,48,,,,,,,,,,,,,,,,,,
Saefugl,42,2022.04.16,south,03-Aug,05:30,16:00,16,,8,10.5,14,38,65d45m70s,21d13m60s,3,20,22,75,1,,,,,1,,,,,,,,,,,,
Saefugl,42,2022.04.16,south,03-Aug,05:30,16:00,18,,8,10.5,18,38,65d46m30s,21d13m30s,3,20,23,54,,,,,,,,,,,,,,,,,,
Saefugl,42,2022.04.16,south,03-Aug,05:30,16:00,12,,16,10.5,14,38,65d42m50s,21d16m40s,3,21,26,99,,,,,,,,,,,,,,,,,,
Saefugl,42,2022.04.16,south,03-Aug,05:30,16:00,10,,14,10.5,14,38,65d42m20s,21d17m00s,3,14,20,69,,,,,,,,,,,,,,,1,,,
Saefugl,42,2022.04.16,south,03-Aug,05:30,16:00,7,,14,10.5,14,38,65d41m60s,21d17m70s,3,10,19,80,,,,,,,,,,,,,,,,,,
Saefugl,42,2022.04.16,south,03-Aug,05:30,16:00,11,,11,10.5,14,38,65d42m10s,21d17m00s,3,15,25,47,,,,,,,,,,,,,,,,,,
Saefugl,42,2022.04.16,south,03-Aug,05:30,16:00,1,,8,10.5,14,38,65d40m40s,21d23m10s,3,8,15,27,,,,,,,,,,,,,,,,,,
Saefugl,42,2022.04.16,south,03-Aug,05:30,16:00,2,,11,10.5,16,38,65d40m80s,21d22m90s,3,9,14,45,1,,,,1,,,,,,,,,,,,,
Saefugl,42,2022.04.16,south,03-Aug,05:30,16:00,3,,10,10.5,16,38,65d41m40s,21d22m50s,3,10,14,66,,,,,,,,,,,,,,,,,,
Saefugl,42,2022.04.16,south,03-Aug,05:30,16:00,19,,8,10.5,18,38,65d40m60s,21d22m90s,3,6,8,45,,,,,,,,,,,,,,,,,,
Saefugl,43,2022.04.18,NA,0-1,05:00,15:00,13,,16,10.5,14,38,65d46m20s,21d13m30s,2,15,17,41,,,,,,,,,,,,,,1,,,,
Saefugl,43,2022.04.18,NA,0-1,05:00,15:00,16,,8,10.5,14,38,65d46m70s,21d13m6s,2,20,22,43,,,,,,,,,,,,,,,,,,
Saefugl,43,2022.04.18,NA,0-1,05:00,15:00,17,,8,10.5,18,38,65d46m30s,21d13m00s,2,20,22,45,,,,,,,,,,,,,,,,,,
Saefugl,43,2022.04.18,NA,0-1,05:00,15:00,18,,8,10.5,18,38,65d46m30s,21d13m30s,2,10,12,19,,,,,,,,,,,,,1,,,,,
Saefugl,43,2022.04.18,NA,0-1,05:00,15:00,10,,14,10.5,14,38,65d41m60s,21d17m00s,2,14,20,52,,,,,,,,,,,,,,,,,,
