boat,fishing_trip_id,trossa_id,EXP,start,effort,lat,lon,CPUE,BPUE,EPUE,GPUE,LPUE,birds_per_trossa,lumpfish_per_trossa,observer,depth,trossa_area,soaking_nights,bycatch_bin,dist_coast,jday
Bara,70,11,control,2022-04-26T05:10:00Z,2270.1504,65.7277777777778,-21.3361111111111,0.0224654718912016,0,0,0,0,0,51,0,13.716,1135.0752,2,0,780.644716628768,116
Bara,70,12,control,2022-04-26T05:10:00Z,2270.1504,65.7277777777778,-21.3361111111111,0.0264299669308254,0,0,0,0,0,60,0,13.716,1135.0752,2,0,780.644716628768,116
Bara,70,13,control,2022-04-26T05:10:00Z,3243.072,65.7277777777778,-21.3305555555556,0.0148007814812622,0,0,0,0,0,48,0,13.716,1621.536,2,0,976.558984252103,116
Bara,70,14,control,2022-04-26T05:10:00Z,2270.1504,65.725,-21.3194444444444,0.0242274696865899,0,0,0,0,0,55,0,13.716,1135.0752,2,0,1564.91375843052,116
Bara,70,15,control,2022-04-26T05:10:00Z,2918.7648,65.7277777777778,-21.3111111111111,0.0253531905003103,0,0,0,0,0,74,0,13.716,1459.3824,2,0,1662.14643645214,116
Bara,70,16,control,2022-04-26T05:10:00Z,2270.1504,65.7277777777778,-21.3194444444444,0.0237869702377428,0,0,0,0,0,54,0,10.9728,1135.0752,2,0,1368.34467075254,116
Bara,70,1,LEB,2022-04-26T05:10:00Z,2270.1504,65.6833333333333,-21.3916666666667,0.014536481811954,0.000880998897694179,0.000880998897694179,0,0,2,33,0,11.8872,1135.0752,2,1,2082.44825055293,116
Bara,70,2,control,2022-04-26T05:10:00Z,2270.1504,65.6944444444445,-21.3861111111111,0.0273109658285196,0,0,0,0,0,62,0,12.8016,1135.0752,2,0,1372.56903198591,116
Bara,70,3,control,2022-04-26T05:10:00Z,3648.456,65.6833333333333,-21.3916666666667,0.0167194013029073,0,0,0,0,0,61,0,12.8016,1824.228,2,0,2082.44825055293,116
Bara,71,17,control,2022-04-27T07:30:00Z,5959.1448,65.7027777777778,-21.2888888888889,0.0211439735446603,0,0,0,0,0,126,0,17.3736,1986.3816,3,0,4215.62458094536,117
Bara,71,18,control,2022-04-27T07:30:00Z,8513.064,65.7,-21.3027777777778,0.0144483819221845,0,0,0,0,0,123,0,15.5448,2837.688,3,0,3922.23852261585,117
Bara,71,19,control,2022-04-27T07:30:00Z,4682.1852,65.7,-21.3055555555556,0.028832691197264,0,0,0,0,0,135,0,11.8872,1560.7284,3,0,3824.21361040642,117
Bara,71,20,control,2022-04-27T07:30:00Z,4378.1472,65.7027777777778,-21.3083333333333,0.0228407121624417,0,0,0,0,0,100,0,14.6304,1459.3824,3,0,3529.57395049301,117
Bara,71,5,control,2022-04-27T07:30:00Z,4378.1472,65.7194444444445,-21.3888888888889,0.0157600913920848,0.000228407121624417,0.000228407121624417,0,0,1,69,0,8.2296,1459.3824,3,1,492.335668091894,117
Bara,71,4,control,2022-04-27T07:30:00Z,3405.2256,65.7138888888889,-21.4027777777778,0.0229059713400487,0,0,0,0,0,78,0,8.2296,1135.0752,3,0,590.17477294167,117
Bara,71,7,control,2022-04-27T07:30:00Z,6932.0664,65.725,-21.3861111111111,0.017743626921981,0.000288514258894,0.000288514258894,0,0,2,123,0,9.144,2310.6888,3,1,786.909862861114,117
Bara,71,21,control,2022-04-27T07:30:00Z,2979.5724,65.7,-21.4166666666667,0.0107397960861767,0,0,0,0,0,32,0,10.9728,993.1908,3,0,83.6104160963181,117
Bara,71,22,control,2022-04-27T07:30:00Z,2979.5724,65.7055555555556,-21.4111111111111,0.0117466519692557,0.000335618627693021,0.000335618627693021,0,0,1,35,0,10.0584,993.1908,3,1,295.823675386362,117
Bara,72,6,control,2022-04-28T06:10:00Z,4013.3016,65.7388888888889,-21.3666666666667,0.0289038830273807,0,0,0,0,0,116,0,13.716,2006.6508,2,0,1082.69906327874,118
Bara,72,8,control,2022-04-28T06:10:00Z,2270.1504,65.7277777777778,-21.3694444444444,0.0352399559077672,0,0,0,0,0,80,0,8.2296,1135.0752,2,0,395.140725944796,118
Bara,72,9,control,2022-04-28T06:10:00Z,2270.1504,65.7305555555556,-21.3611111111111,0.0325969592146846,0.000880998897694179,0.000880998897694179,0,0,2,74,0,9.144,1135.0752,2,1,297.557281774348,118
Bara,72,10,control,2022-04-28T06:10:00Z,2918.7648,65.7277777777778,-21.3361111111111,0.021927083675944,0,0,0,0,0,64,0,13.716,1459.3824,2,0,780.644716628768,118
Bara,72,11,control,2022-04-28T06:10:00Z,2270.1504,65.7277777777778,-21.3361111111111,0.0409664487427793,0,0,0,0,0,93,0,13.716,1135.0752,2,0,780.644716628768,118
Bara,72,12,control,2022-04-28T06:10:00Z,2270.1504,65.7277777777778,-21.3361111111111,0.0414069481916264,0.00044049944884709,0,0.00044049944884709,0,1,94,0,13.716,1135.0752,2,1,780.644716628768,118
Bara,72,13,control,2022-04-28T06:10:00Z,3243.072,65.7277777777778,-21.3361111111111,0.0286765141199455,0,0,0,0,0,93,0,13.716,1621.536,2,0,780.644716628768,118
Bara,72,14,control,2022-04-28T06:10:00Z,2270.1504,65.725,-21.3194444444444,0.0308349614192963,0,0,0,0,0,70,0,13.716,1135.0752,2,0,1564.91375843052,118
Bara,72,16,control,2022-04-28T06:10:00Z,2270.1504,65.7277777777778,-21.3111111111111,0.0251084685842841,0,0,0,0,0,57,0,13.716,1135.0752,2,0,1662.14643645214,118
Bara,72,15,control,2022-04-28T06:10:00Z,2918.7648,65.7277777777778,-21.3194444444444,0.038372396432902,0,0,0,0,0,112,0,10.9728,1459.3824,2,0,1368.34467075254,118
Bara,72,3,control,2022-04-28T06:10:00Z,3648.456,65.6833333333333,-21.3916666666667,0.0131562502055664,0.0002740885459493,0,0,0,1,48,0,13.716,1824.228,2,1,2082.44825055293,118
Bara,72,2,control,2022-04-28T06:10:00Z,2270.1504,65.6944444444445,-21.3861111111111,0.0303944619704492,0,0,0,0,0,69,0,10.9728,1135.0752,2,0,1372.56903198591,118
Bara,72,1,LEB,2022-04-28T06:10:00Z,2270.1504,65.6833333333333,-21.3916666666667,0.0167389790561894,0.00132149834654127,0.00132149834654127,0,0,3,38,0,10.9728,1135.0752,2,1,2082.44825055293,118
Bara,73,22,control,2022-04-29T07:10:00Z,1986.3816,65.7055555555556,-21.4111111111111,0.0130891264800278,0.000503427941539531,0.000503427941539531,0,0,1,26,0,8.2296,993.1908,2,1,295.823675386362,119
Bara,73,21,control,2022-04-29T07:10:00Z,1986.3816,65.7,-21.4166666666667,0.0145994103046464,0,0,0,0,0,29,0,8.2296,993.1908,2,0,83.6104160963181,119
Bara,73,7,control,2022-04-29T07:10:00Z,4621.3776,65.725,-21.3861111111111,0.016445312756958,0,0,0,0,0,76,0,8.2296,2310.6888,2,0,786.909862861114,119
Bara,73,4,control,2022-04-29T07:10:00Z,2270.1504,65.7138888888889,-21.4027777777778,0.0132149834654127,0,0,0,0,0,30,0,9.144,1135.0752,2,0,590.17477294167,119
Bara,73,5,control,2022-04-29T07:10:00Z,2918.7648,65.7194444444445,-21.3888888888889,0.0150748700272115,0.000342610682436625,0.000342610682436625,0,0,1,44,0,9.144,1459.3824,2,1,492.335668091894,119
Bara,73,20,control,2022-04-29T07:10:00Z,2918.7648,65.7027777777778,-21.3083333333333,0.0342610682436625,0,0,0,0,0,100,0,14.6304,1459.3824,2,0,3529.57395049301,119
Bara,73,19,control,2022-04-29T07:10:00Z,3121.4568,65.7,-21.3055555555556,0.0371621353209181,0,0,0,0,0,116,0,11.8872,1560.7284,2,0,3824.21361040642,119
Bara,73,18,control,2022-04-29T07:10:00Z,5675.376,65.7,-21.3027777777778,0.0206153742060438,0,0,0,0,0,117,0,15.5448,2837.688,2,0,3922.23852261585,119
Bara,73,17,control,2022-04-29T07:10:00Z,3972.7632,65.7027777777778,-21.2888888888889,0.0294505345800626,0,0,0,0,0,117,0,17.3736,1986.3816,2,0,4215.62458094536,119
Bara,74,8,control,2022-05-01T10:30:00Z,4378.1472,65.7277777777778,-21.3694444444444,0.0121055774460941,0.000228407121624417,0.000228407121624417,0,0,1,53,0,8.2296,1459.3824,3,1,395.140725944796,121
Bara,74,10,control,2022-05-01T10:30:00Z,4378.1472,65.7277777777778,-21.3361111111111,0.0114203560812208,0,0,0,0,0,50,0,13.716,1459.3824,3,0,780.644716628768,121
Bara,74,13,control,2022-05-01T10:30:00Z,4864.608,65.7277777777778,-21.3361111111111,0.0205566409461975,0,0,0,0,0,100,0,13.716,1621.536,3,0,780.644716628768,121
Bara,74,16,control,2022-05-01T10:30:00Z,3405.2256,65.7277777777778,-21.3111111111111,0.0243743028362056,0,0,0,0,0,83,0,13.716,1135.0752,3,0,1662.14643645214,121
Bara,75,14,control,2022-05-05T04:50:00Z,7945.5264,65.725,-21.3194444444444,0.0142218393484918,0,0,0,0,0,113,0,10.9728,1135.0752,7,0,1564.91375843052,125
Bara,75,12,control,2022-05-05T04:50:00Z,7945.5264,65.7055555555556,-21.3111111111111,0.0205146886177359,0.000125856985384883,0.000125856985384883,0,0,1,163,0,12.8016,1135.0752,7,1,3234.95176604227,125
Bara,75,11,control,2022-05-05T04:50:00Z,7945.5264,65.7027777777778,-21.2833333333333,0.0247938261208219,0,0,0,0,0,197,0,13.716,1135.0752,7,0,4411.60685927598,125
Bara,75,9,control,2022-05-05T04:50:00Z,7945.5264,65.6944444444445,-21.3055555555556,0.0134666974361825,0.000251713970769766,0.000251713970769766,0,0,2,107,0,10.9728,1135.0752,7,1,4217.45699305162,125
Bara,75,7,control,2022-05-05T04:50:00Z,13134.4416,65.7,-21.3027777777778,0.00974537052264178,0,0,0,0,0,128,0,8.2296,2189.0736,6,0,3922.23852261585,125
Bara,75,6,control,2022-05-05T04:50:00Z,14046.5556,65.725,-21.3111111111111,0.0181539166797588,0,0,0,0,0,255,0,15.5448,2006.6508,7,0,1858.7471136706,125
Bara,75,5,control,2022-05-05T04:50:00Z,6810.4512,65.725,-21.3416666666667,0.0120403182684871,0.00044049944884709,0.00044049944884709,0,0,3,82,0,9.144,1135.0752,6,1,781.201002353522,125
Bara,75,3,control,2022-05-05T04:50:00Z,12769.596,65.6944444444445,-21.3805555555556,0.010963541837972,0,0,0,0,0,140,0,16.4592,1824.228,7,0,1568.86466281021,125
Bara,75,16,control,2022-05-05T04:50:00Z,7945.5264,65.7,-21.3805555555556,0.00780313309386273,0,0,0,0,0,62,0,20.1168,1135.0752,7,0,1176.1899963839,125
Bara,76,21,control,2022-05-06T06:00:00Z,6952.3356,65.7,-21.4166666666667,0.0117945974874976,0.00014383655472558,0.00014383655472558,0,0,1,82,0,8.2296,993.1908,7,1,83.6104160963181,126
Bara,76,22,control,2022-05-06T06:00:00Z,6952.3356,65.7055555555556,-21.4111111111111,0.00863019328353482,0.000287673109451161,0.00014383655472558,0,0,2,60,0,8.2296,993.1908,7,1,295.823675386362,126
Bara,76,17,control,2022-05-06T06:00:00Z,13904.6712,65.7027777777778,-21.2888888888889,0.0169007951802557,0,0,0,0,0,235,0,17.3736,1986.3816,7,0,4215.62458094536,126
Bara,76,20,control,2022-05-06T06:00:00Z,10215.6768,65.7027777777778,-21.3083333333333,0.0107677643051511,0,0,0,0,0,110,0,14.6304,1459.3824,7,0,3529.57395049301,126
Bara,76,18,control,2022-05-06T06:00:00Z,19863.816,65.7,-21.3027777777778,0.0175192923655757,0,0,0,0,0,348,0,15.5448,2837.688,7,0,3922.23852261585,126
Bara,76,19,control,2022-05-06T06:00:00Z,10925.0988,65.7,-21.3055555555556,0.0215101029566891,0,0,0,0,0,235,0,11.8872,1560.7284,7,0,3824.21361040642,126
Bara,76,1,LEB,2022-05-06T06:00:00Z,7945.5264,65.6833333333333,-21.3916666666667,0.0162355511146499,0,0,0,0,0,129,0,10.9728,1135.0752,7,0,2082.44825055293,126
Bara,76,2,control,2022-05-06T06:00:00Z,7945.5264,65.6944444444445,-21.3861111111111,0.018249262880808,0,0,0,0,0,145,0,10.9728,1135.0752,7,0,1372.56903198591,126
Bara,76,4,control,2022-05-06T06:00:00Z,7945.5264,65.7138888888889,-21.4027777777778,0.00755141912309297,0,0,0,0,0,60,0,9.144,1135.0752,7,0,590.17477294167,126
Bara,77,21,control,2022-05-08T13:00:00Z,1986.3816,65.7,-21.4166666666667,0.0145994103046464,0,0,0,0,0,29,0,8.2296,993.1908,2,0,83.6104160963181,128
Bara,77,5,control,2022-05-08T13:00:00Z,2270.1504,65.725,-21.3416666666667,0.034358957010073,0.00044049944884709,0.00044049944884709,0,0,1,78,0,10.0584,1135.0752,2,1,781.201002353522,128
Bara,77,3,control,2022-05-08T13:00:00Z,3648.456,65.6944444444445,-21.3805555555556,0.0175416669407552,0,0,0,0,0,64,0,12.8016,1824.228,2,0,1568.86466281021,128
Bara,77,16,control,2022-05-08T13:00:00Z,2270.1504,65.7,-21.3805555555556,0.014976981260801,0,0,0,0,0,34,0,18.288,1135.0752,2,0,1176.1899963839,128
Bara,77,6,control,2022-05-08T13:00:00Z,4013.3016,65.725,-21.3111111111111,0.0254154833516624,0,0,0,0,0,102,0,14.6304,2006.6508,2,0,1858.7471136706,128
Bara,77,7,control,2022-05-08T13:00:00Z,6567.2208,65.725,-21.3861111111111,0.0249725119642696,0,0,0,0,0,164,0,9.144,2189.0736,3,0,786.909862861114,128
Bara,77,9,control,2022-05-08T13:00:00Z,3405.2256,65.7305555555556,-21.3611111111111,0.0281919647262137,0,0,0,0,0,96,0,9.144,1135.0752,3,0,297.557281774348,128
Bara,77,14,control,2022-05-08T13:00:00Z,3405.2256,65.725,-21.3194444444444,0.0264299669308254,0,0,0,0,0,90,0,11.8872,1135.0752,3,0,1564.91375843052,128
Bara,77,22,control,2022-05-08T13:00:00Z,2979.5724,65.7305555555556,-21.3194444444444,0.0134247451077208,0,0,0,0,0,40,0,12.8016,993.1908,3,0,1171.77558116077,128
Bara,77,4,control,2022-05-08T13:00:00Z,3405.2256,65.7277777777778,-21.3194444444444,0.0264299669308254,0,0,0,0,0,90,0,10.0584,1135.0752,3,0,1368.34467075254,128
Bara,77,17,control,2022-05-08T13:00:00Z,5675.376,65.7027777777778,-21.2861111111111,0.00792899007924761,0,0,0,0,0,45,0,21.9456,2837.688,2,0,4313.61750858242,128
Bara,78,10,control,2022-05-09T06:00:00Z,5837.5296,65.7277777777778,-21.3388888888889,0.0262097172064018,0,0,0,0,0,153,0,11.8872,1459.3824,4,0,682.682227448778,129
Bara,78,11,control,2022-05-09T06:00:00Z,4540.3008,65.7277777777778,-21.3361111111111,0.0312754608681434,0,0,0,0,0,142,0,11.8872,1135.0752,4,0,780.644716628768,129
Bara,78,12,control,2022-05-09T06:00:00Z,4540.3008,65.7277777777778,-21.3333333333333,0.0396449503962381,0,0,0,0,0,180,0,10.9728,1135.0752,4,0,878.60363563218,129
Bara,78,8,control,2022-05-09T06:00:00Z,5837.5296,65.7305555555556,-21.3611111111111,0.0311775721017329,0.000171305341218313,0,0,0,1,182,0,10.0584,1459.3824,4,1,297.557281774348,129
Bara,78,13,control,2022-05-09T06:00:00Z,6486.144,65.7277777777778,-21.3305555555556,0.0189635012728672,0.000154174807096481,0,0,0,1,123,0,12.8016,1621.536,4,1,976.558984252103,129
Bara,78,15,control,2022-05-09T06:00:00Z,5837.5296,65.7277777777778,-21.3111111111111,0.0214131676522891,0,0,0,0,0,125,0,9.144,1459.3824,4,0,1662.14643645214,129
Bara,79,9,control,2022-05-14T10:10:00Z,7945.5264,65.725,-21.3111111111111,0.00880998897694179,0,0,0,0,0,70,0,24.6888,1135.0752,7,0,1858.7471136706,134
Bara,79,6,control,2022-05-14T10:10:00Z,14046.5556,65.725,-21.3111111111111,0.0110347336680887,0,0,0,0,0,155,0,18.288,2006.6508,7,0,1858.7471136706,134
Bara,79,3,control,2022-05-14T10:10:00Z,14188.44,65.7,-21.4166666666667,0.00789375012333985,0,0,0,0,0,112,0,25.6032,2026.92,7,0,83.6104160963181,134
Bara,79,21,control,2022-05-14T10:10:00Z,6952.3356,65.7,-21.4166666666667,0.00575346218902321,0,0,0,0,0,40,0,18.288,993.1908,7,0,83.6104160963181,134
Bara,79,2,control,2022-05-14T10:10:00Z,9080.6016,65.6944444444445,-21.3861111111111,0.00792899007924761,0,0,0,0,0,72,0,20.1168,1135.0752,8,0,1372.56903198591,134
Bara,79,1,LEB,2022-05-14T10:10:00Z,9080.6016,65.6833333333333,-21.3916666666667,0.0139858575008951,0,0,0,0,0,127,0,13.716,1135.0752,8,0,2082.44825055293,134
Bara,80,16,control,2022-05-15T08:08:00Z,9080.6016,65.7,-21.3777777777778,0.00737836576818875,0,0,0,0,0,67,0,21.9456,1135.0752,8,0,1274.31138321842,135
Bara,80,5,control,2022-05-15T08:08:00Z,11675.0592,65.7,-21.375,0.00394002284802119,8.56526706091563e-05,0,8.56526706091563e-05,0,1,46,0,25.6032,1459.3824,8,1,1372.42919961395,135
Bara,80,7,control,2022-05-15T08:08:00Z,17026.128,65.7027777777778,-21.2833333333333,0.00569712620508903,0.000234933039385115,0,0.000234933039385115,0,4,97,0,27.432,2432.304,7,1,4411.60685927598,135
Bara,80,17,control,2022-05-15T08:08:00Z,19863.816,65.7027777777778,-21.2861111111111,0.0103706155957143,0,0,0,0,0,206,0,22.86,2837.688,7,0,4313.61750858242,135
Bara,80,4,control,2022-05-15T08:08:00Z,7945.5264,65.7166666666667,-21.2861111111111,0.00566356434231972,0,0,0,0,0,45,0,37.4904,1135.0752,7,0,3330.14050737601,135
Bara,80,14,control,2022-05-15T08:08:00Z,14897.862,65.7138888888889,-21.2777777777778,0.00382605235570044,0,0,0,0,0,57,0,42.0624,2128.266,7,0,3820.66693955196,135
Bara,80,18,control,2022-05-15T08:08:00Z,22701.504,65.7,-21.3027777777778,0.0117613352842173,4.4049944884709e-05,0,4.4049944884709e-05,0,1,267,0,19.2024,2837.688,8,1,3922.23852261585,135
Bara,80,19,control,2022-05-15T08:08:00Z,12485.8272,65.7,-21.3055555555556,0.0128145294210062,0,0,0,0,0,160,0,20.1168,1560.7284,8,0,3824.21361040642,135
Bara,80,20,control,2022-05-15T08:08:00Z,11675.0592,65.7027777777778,-21.3083333333333,0.00573872893081347,0,0,0,0,0,67,0,24.6888,1459.3824,8,0,3529.57395049301,135
Bara,81,13,control,2022-05-16T08:00:00Z,3243.072,65.7277777777778,-21.3111111111111,0.0132590334102974,0,0,0,0,0,43,0,12.8016,1621.536,2,0,1662.14643645214,136
Bara,81,8,control,2022-05-16T08:00:00Z,2918.7648,65.7305555555556,-21.3611111111111,0.0277514652773666,0,0,0,0,0,81,0,10.0584,1459.3824,2,0,297.557281774348,136
Bara,81,12,control,2022-05-16T08:00:00Z,2270.1504,65.725,-21.3333333333333,0.0387639514985439,0,0,0,0,0,88,0,10.9728,1135.0752,2,0,1075.12006732566,136
Bara,81,15,control,2022-05-16T08:00:00Z,2918.7648,65.725,-21.3111111111111,0.0243253584530004,0,0,0,0,0,71,0,9.144,1459.3824,2,0,1858.7471136706,136
Bara,81,10,control,2022-05-16T08:00:00Z,2918.7648,65.7277777777778,-21.3388888888889,0.0260384118651835,0,0,0,0,0,76,0,11.8872,1459.3824,2,0,682.682227448778,136
Bara,81,11,control,2022-05-16T08:00:00Z,2270.1504,65.7277777777778,-21.3361111111111,0.0356804553566143,0,0,0,0,0,81,0,11.8872,1135.0752,2,0,780.644716628768,136
Bara,81,9,control,2022-05-16T08:00:00Z,2270.1504,65.725,-21.3111111111111,0.0325969592146846,0,0,0,0,0,74,0,9.144,1135.0752,2,0,1858.7471136706,136
Bara,81,3,control,2022-05-16T08:00:00Z,3648.456,65.7,-21.4166666666667,0.0224752607678426,0,0,0,0,0,82,0,13.716,1824.228,2,0,83.6104160963181,136
Bara,81,6,control,2022-05-16T08:00:00Z,4013.3016,65.7222222222222,-21.3666666666667,0.0209303980543102,0,0,0,0,0,84,0,14.6304,2006.6508,2,0,95.641067495302,136
Bara,81,1,LEB,2022-05-16T08:00:00Z,2270.1504,65.6833333333333,-21.3916666666667,0.0193819757492719,0,0,0,0,0,44,0,15.5448,1135.0752,2,0,2082.44825055293,136
Bara,81,2,control,2022-05-16T08:00:00Z,2270.1504,65.6944444444445,-21.3861111111111,0.0193819757492719,0,0,0,0,0,44,0,16.4592,1135.0752,2,0,1372.56903198591,136
Bara,81,21,control,2022-05-16T08:00:00Z,1986.3816,65.7,-21.4166666666667,0.0302056764923719,0,0,0,0,0,60,0,15.5448,993.1908,2,0,83.6104160963181,136
Bara,82,18,control,2022-05-17T05:43:00Z,5675.376,65.7,-21.3027777777778,0.0135673830244904,0,0,0,0,0,77,0,19.2024,2837.688,2,0,3922.23852261585,137
Bara,82,19,control,2022-05-17T05:43:00Z,3121.4568,65.7,-21.3055555555556,0.0160181617762578,0.000320363235525156,0,0.000320363235525156,0,1,50,0,20.1168,1560.7284,2,1,3824.21361040642,137
Bara,82,20,control,2022-05-17T05:43:00Z,2918.7648,65.7027777777778,-21.3083333333333,0.02740885459493,0,0,0,0,0,80,0,24.6888,1459.3824,2,0,3529.57395049301,137
Bara,82,17,control,2022-05-17T05:43:00Z,3972.7632,65.7027777777778,-21.2861111111111,0.00780313309386273,0,0,0,0,0,31,0,22.86,1986.3816,2,0,4313.61750858242,137
Bara,82,7,control,2022-05-17T05:43:00Z,4864.608,65.7027777777778,-21.2833333333333,0.00842822278794098,0,0,0,0,0,41,0,27.432,2432.304,2,0,4411.60685927598,137
Bara,82,4,control,2022-05-17T05:43:00Z,2270.1504,65.725,-21.3194444444444,0.0185009768515778,0,0,0,0,0,42,0,11.8872,1135.0752,2,0,1564.91375843052,137
Bara,82,14,control,2022-05-17T05:43:00Z,4256.532,65.7277777777778,-21.3111111111111,0.0216138396234305,0.000234933039385114,0,0.000234933039385114,0,1,92,0,12.8016,2128.266,2,1,1662.14643645214,137
Bara,82,16,control,2022-05-17T05:43:00Z,2270.1504,65.725,-21.3833333333333,0.0277514652773666,0,0,0,0,0,63,0,9.144,1135.0752,2,0,688.876174092636,137
Bara,82,5,control,2022-05-17T05:43:00Z,2918.7648,65.7194444444445,-21.3888888888889,0.0263810225476201,0.000685221364873251,0.000685221364873251,0,0,2,77,0,8.2296,1459.3824,2,1,492.335668091894,137
Bara,83,13,control,2022-05-18T06:38:00Z,3243.072,65.7277777777778,-21.3111111111111,0.0212761233793144,0,0,0,0,0,69,0,12.8016,1621.536,2,0,1662.14643645214,138
Bara,83,8,control,2022-05-18T06:38:00Z,2918.7648,65.7305555555556,-21.3111111111111,0.024667969135437,0,0,0,0,0,72,0,10.0584,1459.3824,2,0,1465.54575690863,138
Bara,83,12,control,2022-05-18T06:38:00Z,2270.1504,65.725,-21.3333333333333,0.0414069481916264,0,0,0,0,0,94,0,10.9728,1135.0752,2,0,1075.12006732566,138
Bara,83,15,control,2022-05-18T06:38:00Z,2918.7648,65.725,-21.3111111111111,0.0318627934666062,0,0,0,0,0,93,0,9.144,1459.3824,2,0,1858.7471136706,138
Bara,83,10,control,2022-05-18T06:38:00Z,2918.7648,65.725,-21.3388888888889,0.0226123050408173,0.000342610682436625,0,0,0,1,66,0,11.8872,1459.3824,2,1,879.177594386839,138
Bara,83,11,control,2022-05-18T06:38:00Z,2270.1504,65.7277777777778,-21.3361111111111,0.0312754608681434,0,0,0,0,0,71,0,11.8872,1135.0752,2,0,780.644716628768,138
Bara,83,9,control,2022-05-18T06:38:00Z,2270.1504,65.725,-21.3111111111111,0.0325969592146846,0,0,0,0,0,74,0,9.144,1135.0752,2,0,1858.7471136706,138
Bara,83,3,control,2022-05-18T06:38:00Z,3648.456,65.7,-21.4166666666667,0.0208307294921468,0,0,0,0,0,76,0,13.716,1824.228,2,0,83.6104160963181,138
Bara,83,6,control,2022-05-18T06:38:00Z,4013.3016,65.7222222222222,-21.3666666666667,0.0279071974057469,0,0,0,0,0,112,0,14.6304,2006.6508,2,0,95.641067495302,138
Bara,83,1,LEB,2022-05-18T06:38:00Z,2270.1504,65.6833333333333,-21.3916666666667,0.0290729636239079,0,0,0,0,0,66,0,15.5448,1135.0752,2,0,2082.44825055293,138
Bara,83,2,control,2022-05-18T06:38:00Z,2270.1504,65.6944444444445,-21.3861111111111,0.0290729636239079,0,0,0,0,0,66,0,16.4592,1135.0752,2,0,1372.56903198591,138
Bara,83,21,control,2022-05-18T06:38:00Z,1986.3816,65.7,-21.4166666666667,0.0191302617785022,0,0,0,0,0,38,0,15.5448,993.1908,2,0,83.6104160963181,138
